start_ms,end_ms,type,description,signalClearRecording,height_diff_m,exp_name
1776250647040,1776250684485,outside,,True,1.9964920656634175,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250684485,1776250717090,outside,,True,10.272775376510666,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250717090,1776250733425,up,,True,-3.432298253989828,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250733425,1776250742455,outside,,True,-0.1490374995147334,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250742455,1776250753294,down,,True,3.5144866776319788,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250753294,1776250764872,outside,,True,1.0127684734234492,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250764872,1776250775911,up,,True,2.921162417290631,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250775911,1776250785299,outside,,True,1.1075816624892385,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250785299,1776250796497,up,,True,4.9528238514380405,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250796497,1776250805567,outside,,True,0.1230906970367158,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250805567,1776250818239,up,,True,-6.247701084001946,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250818239,1776250828385,outside,,True,0.0904566483101518,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250828385,1776250840898,down,,True,-10.800084564824417,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250840898,1776250852795,outside,,True,-0.2733929698518267,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250852795,1776250868413,down,,True,-5.721969886547143,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250868413,1776250878359,outside,,True,-0.3228525499376502,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250878359,1776250890632,down,,True,16.156937554463852,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250890632,1776250901931,outside,,True,6.906844650780684,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250901931,1776250924676,up,,True,-6.144399365773154,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250924676,1776250934781,outside,,True,0.0260338184413058,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250934781,1776250947493,down,,True,-10.890088305201388,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250947493,1776250959230,outside,,True,0.2195283026769061,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250959230,1776250974690,down,,True,-8.92214988212315,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250974690,1776250983679,outside,,True,6.176502198485039,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250983679,1776250996391,down,,True,-6.288496748146457,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250996391,1776251108283,outside,,True,3.536843208341488,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
