start_ms,end_ms,type,description,signalClearRecording,height_diff_m,exp_name
1776242944287,1776242955737,outside,,True,-3.674999999999997,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776242955737,1776243946337,outside,,True,-3.324999999999996,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776243946337,1776243957695,down,,True,0.0,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776243957695,1776243963142,outside,,True,-3.325000000000003,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776243963142,1776243973784,down,,True,0.0,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776243973784,1776243979190,outside,,True,-6.649999999999999,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776243979190,1776243992062,down,,True,0.0,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776243992062,1776243997389,outside,,True,-9.975,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776243997389,1776244014003,down,,True,-3.324999999999996,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776244014003,1776244019291,outside,,True,0.0,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776244019291,1776244030011,down,,True,0.0,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776244030011,1776244035696,outside,,True,-5.600000000000001,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776244035696,1776244047930,down,,True,0.0,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776244047930,1776244053137,outside,,True,-8.75,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776244053137,1776244068635,down,,True,0.0,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776244068635,1776244148513,outside,,True,-2.8000000000000007,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776244148513,1776244231312,outside,,True,-4.200000000000001,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776244231312,1776246017575,outside,,True,10.4,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776246017575,1776246050961,up,,True,34.225,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776246050710,1776246054802,outside,,True,6.999999999999993,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776246054802,1776246070576,up,,True,6.5,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776246073170,1776246089079,up,,True,5.75,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776246090245,1776246134357,outside,,True,-2.1999999999999886,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
1776246134357,1776246146435,outside,,True,0.0,UriyaCohenEliya_milleniumHotel_Xiaomi22101320I_15-04-2026_exp1
