start_ms,end_ms,type,description,signalClearRecording,height_diff_m,exp_name
1776248437574,1776248448149,outside,,True,-0.11925506290269539,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776248448149,1776248952679,outside,,True,1.0549760827895085,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776248952679,1776248965551,down,,True,-6.802147118529533,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776248965551,1776248970998,outside,,True,0.02255802901241566,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776248970998,1776248996294,down,,True,-27.481822273261784,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776248996294,1776249001263,outside,,True,0.02887883883165898,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249001263,1776249017319,down,,True,-11.360641745558837,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249017319,1776249022448,outside,,True,0.03480128876573474,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249022448,1776249041093,down,,True,-16.149035592188497,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249041093,1776249248844,outside,,True,-0.020680968458783866,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249248844,1776249267683,up,,True,11.957094420508234,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249269280,1776249281389,up,,True,4.001773599363588,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249284323,1776249297073,up,,True,6.139369690737183,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249297073,1776249302598,outside,,True,0.11872912853914386,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249302598,1776249315986,up,,True,5.2558100423039775,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249317826,1776249332838,up,,True,8.658840756849713,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249334953,1776249351445,up,,True,12.284155805455,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249355579,1776249368900,up,,True,3.1345239271653185,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249370168,1776249389077,up,,True,9.812182094285177,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249394898,1776249427438,down,,True,-39.51275857656698,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249427438,1776249528055,outside,,True,0.3730544825693727,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249528055,1776249544192,up,,True,5.4135585547108604,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249544192,1776249552743,outside,,True,0.13138697650647657,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249552743,1776249582538,up,,True,34.17469844451777,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249582538,1776249598338,outside,,True,-0.022405242784472534,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
1776249598338,1776249631278,down,,True,-39.282933359448606,eyalyakir_milleniumHotel_Xiaomi22101320I_15-04-2026_exp2
