start_ms,end_ms,type,description,signalClearRecording,height_diff_m,exp_name
1776242950052,1776243940652,outside,,True,0.0,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776243940652,1776243952010,down,,True,-3.674999999999997,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776243952010,1776243957457,outside,,True,0.0,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776243957457,1776243968099,down,,True,-3.3249999999999957,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776243968099,1776243973505,outside,,True,0.0,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776243973505,1776243986377,down,,True,-6.649999999999999,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776243986377,1776243991704,outside,,True,0.0,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776243991704,1776244008318,down,,True,-16.625,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776244008318,1776244013606,outside,,True,3.3249999999999957,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776244013606,1776244024326,down,,True,-3.3249999999999957,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776244024326,1776244030011,outside,,True,0.0,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776244030011,1776244042245,down,,True,-5.600000000000001,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776244042245,1776244047452,outside,,True,0.0,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776244047452,1776244062950,down,,True,-8.75,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776244062950,1776244142828,outside,,True,0.0,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776244142828,1776244225627,outside,,True,-19.6,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776244225627,1776246011890,outside,,True,6.3,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776246011890,1776246045276,up,,True,40.95,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776246045025,1776246049117,outside,,True,0.0,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776246049117,1776246064891,up,,True,13.299999999999997,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776246084560,1776246128672,outside,,True,3.674999999999997,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
1776246067485,1776246083394,up,,True,10.050000000000011,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1
